"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"S100A1"	0	0.874831027096056	0.523	0.045	0	"luminal1"	"S100A1"
"AKR1C1"	0	0.837036843818266	0.323	0.105	0	"luminal1"	"AKR1C1"
"CLDN3"	0	0.833207807531312	0.771	0.291	0	"luminal1"	"CLDN3"
"GLRX"	0	0.810741770603896	0.538	0.163	0	"luminal1"	"GLRX"
"CXCL3"	0	0.785299296379142	0.444	0.24	0	"luminal1"	"CXCL3"
"CLDN4"	0	0.785244652105999	0.929	0.494	0	"luminal1"	"CLDN4"
"SDC4"	0	0.774071801611941	0.826	0.588	0	"luminal1"	"SDC4"
"PDE4B"	0	0.74498635170813	0.492	0.069	0	"luminal1"	"PDE4B"
"KRT16"	0	0.737981477343002	0.419	0.159	0	"luminal1"	"KRT16"
"KLK5"	0	0.724776304148679	0.396	0.019	0	"luminal1"	"KLK5"
"NFKBIZ"	0	0.721284897090285	0.624	0.193	0	"luminal1"	"NFKBIZ"
"HLA-DRA"	0	0.712152272016192	0.376	0.057	0	"luminal1"	"HLA-DRA"
"SLC34A2"	0	0.710709963342752	0.398	0.012	0	"luminal1"	"SLC34A2"
"EMP1"	0	0.70927917393637	0.601	0.296	0	"luminal1"	"EMP1"
"KRT19"	0	0.707427472999776	0.885	0.482	0	"luminal1"	"KRT19"
"LY6E"	0	0.684947612676334	0.804	0.451	0	"luminal1"	"LY6E"
"PHLDA1"	0	0.664850601843608	0.533	0.142	0	"luminal1"	"PHLDA1"
"DEPP1"	0	0.662136312149327	0.536	0.234	0	"luminal1"	"DEPP1"
"OLFM4"	0	0.641126516884527	0.162	0.008	0	"luminal1"	"OLFM4"
"S100A6"	0	0.633322285558447	0.987	0.863	0	"luminal1"	"S100A6"
"VNN1"	0	0.629504898391049	0.377	0.024	0	"luminal1"	"VNN1"
"SLC12A2"	0	0.626277194697984	0.524	0.173	0	"luminal1"	"SLC12A2"
"ARRDC3"	0	0.626121797860053	0.67	0.249	0	"luminal1"	"ARRDC3"
"CXCL2"	0	0.624789281795192	0.58	0.356	0	"luminal1"	"CXCL2"
"HLA-B"	0	0.621511450121732	0.96	0.838	0	"luminal1"	"HLA-B"
"ASS1"	0	0.595726636270842	0.538	0.121	0	"luminal1"	"ASS1"
"SCGB2A1"	0	0.588027807992046	0.164	0.02	0	"luminal1"	"SCGB2A1"
"EHF"	0	0.574127307630111	0.594	0.148	0	"luminal1"	"EHF"
"TPD52L1"	0	0.571575335748985	0.726	0.293	0	"luminal1"	"TPD52L1"
"SORBS2"	0	0.551563660953868	0.422	0.097	0	"luminal1"	"SORBS2"
"DDIT4"	0	0.545078910649954	0.683	0.433	0	"luminal1"	"DDIT4"
"CLDN1"	0	0.536754972457061	0.289	0.038	0	"luminal1"	"CLDN1"
"FXYD3"	0	0.536410104355558	0.819	0.48	0	"luminal1"	"FXYD3"
"MFGE81"	0	0.535521108328046	0.718	0.306	0	"luminal1"	"MFGE8"
"ANKRD36C"	0	0.530064627730875	0.627	0.202	0	"luminal1"	"ANKRD36C"
"CMPK1"	0	0.528277119751022	0.733	0.37	0	"luminal1"	"CMPK1"
"CHI3L2"	0	0.515669461763329	0.362	0.094	0	"luminal1"	"CHI3L2"
"NOP53"	0	0.506606137574235	0.947	0.79	0	"luminal1"	"NOP53"
"CDC42EP1"	0	0.506458791670744	0.645	0.327	0	"luminal1"	"CDC42EP1"
"B2M"	0	0.504127091424023	0.992	0.98	0	"luminal1"	"B2M"
"ELF3"	0	0.493376643248643	0.888	0.587	0	"luminal1"	"ELF3"
"HEBP2"	0	0.492038401510576	0.74	0.413	0	"luminal1"	"HEBP2"
"HLA-DRB1"	0	0.486646259672622	0.291	0.04	0	"luminal1"	"HLA-DRB1"
"BBOX1"	0	0.484825521671321	0.306	0.017	0	"luminal1"	"BBOX1"
"RPS12"	0	0.482447437824744	0.997	0.997	0	"luminal1"	"RPS12"
"CBR3"	0	0.477683398668188	0.318	0.115	0	"luminal1"	"CBR3"
"LMNA"	0	0.47764250913678	0.875	0.658	0	"luminal1"	"LMNA"
"ELF5"	0	0.476857145009061	0.28	0.007	0	"luminal1"	"ELF5"
"CYP24A1"	0	0.476299946667682	0.2	0.011	0	"luminal1"	"CYP24A1"
"PROM1"	0	0.476089331927814	0.434	0.044	0	"luminal1"	"PROM1"
"CXCL17"	0	0.462933317926352	0.273	0.028	0	"luminal1"	"CXCL17"
"KCNN4"	0	0.457180340901503	0.414	0.032	0	"luminal1"	"KCNN4"
"KRT7"	0	0.454050095012252	0.96	0.815	0	"luminal1"	"KRT7"
"FXYD5"	0	0.447299124003616	0.722	0.37	0	"luminal1"	"FXYD5"
"MT-CO1"	0	0.445958629609311	0.988	0.99	0	"luminal1"	"MT-CO1"
"MT-CO3"	0	0.438224957917563	0.993	0.992	0	"luminal1"	"MT-CO3"
"PLPP2"	0	0.436542603655316	0.712	0.325	0	"luminal1"	"PLPP2"
"C9orf16"	0	0.435348410085681	0.749	0.403	0	"luminal1"	"C9orf16"
"SMS"	0	0.435264907821138	0.773	0.535	0	"luminal1"	"SMS"
"EIF3E"	0	0.433979916424706	0.943	0.8	0	"luminal1"	"EIF3E"
"RGCC"	0	0.432519810969474	0.252	0.044	0	"luminal1"	"RGCC"
"KYNU"	0	0.429029848151259	0.345	0.097	0	"luminal1"	"KYNU"
"IGF2BP2"	0	0.428783223511039	0.36	0.017	0	"luminal1"	"IGF2BP2"
"KLK6"	0	0.426001713239844	0.198	0.007	0	"luminal1"	"KLK6"
"APP"	0	0.420167163479666	0.855	0.624	0	"luminal1"	"APP"
"CALML5"	0	0.417920356549566	0.151	0.026	0	"luminal1"	"CALML5"
"CD14"	0	0.415766727329468	0.239	0.034	0	"luminal1"	"CD14"
"TALDO1"	0	0.414229116163154	0.753	0.556	0	"luminal1"	"TALDO1"
"AKR1C2"	0	0.414167502771062	0.163	0.041	0	"luminal1"	"AKR1C2"
"MT-CO2"	0	0.411102565267778	0.99	0.986	0	"luminal1"	"MT-CO2"
"RGS10"	0	0.408070283236943	0.556	0.284	0	"luminal1"	"RGS10"
"CD24"	0	0.405806051192482	0.95	0.537	0	"luminal1"	"CD24"
"COL6A2"	0	0.405497383097436	0.438	0.148	0	"luminal1"	"COL6A2"
"SOD2"	0	0.399427799469736	0.896	0.766	0	"luminal1"	"SOD2"
"CHPT1"	0	0.397506756365023	0.508	0.248	0	"luminal1"	"CHPT1"
"LGALS3"	0	0.39629787342921	0.934	0.748	0	"luminal1"	"LGALS3"
"S100A13"	0	0.396243375505512	0.831	0.519	0	"luminal1"	"S100A13"
"CTSV"	0	0.394798360556874	0.237	0.015	0	"luminal1"	"CTSV"
"BARX2"	0	0.389344639150123	0.301	0.059	0	"luminal1"	"BARX2"
"TCN1"	0	0.388713273431534	0.179	0.005	0	"luminal1"	"TCN1"
"BIRC3"	0	0.387650360357753	0.633	0.427	0	"luminal1"	"BIRC3"
"NCALD"	0	0.387312578676416	0.268	0.015	0	"luminal1"	"NCALD"
"DBI"	0	0.38456072771009	0.832	0.631	0	"luminal1"	"DBI"
"FOLR1"	0	0.381837049731793	0.313	0.021	0	"luminal1"	"FOLR1"
"ANPEP"	0	0.380921984114747	0.254	0.008	0	"luminal1"	"ANPEP"
"EEF1B2"	0	0.380298003236837	0.973	0.937	0	"luminal1"	"EEF1B2"
"KLF5"	0	0.380269590055472	0.408	0.086	0	"luminal1"	"KLF5"
"CMTM7"	0	0.379277314756126	0.591	0.229	0	"luminal1"	"CMTM7"
"SESTD1"	0	0.378161236335043	0.467	0.126	0	"luminal1"	"SESTD1"
"AARD"	0	0.376781610306303	0.286	0.048	0	"luminal1"	"AARD"
"FABP7"	0	0.373499916125978	0.159	0.012	0	"luminal1"	"FABP7"
"RPS29"	0	0.365252243472054	0.993	0.99	0	"luminal1"	"RPS29"
"CARHSP1"	0	0.36346815009345	0.812	0.513	0	"luminal1"	"CARHSP1"
"NTRK2"	0	0.36063652582139	0.339	0.109	0	"luminal1"	"NTRK2"
"ITGB8"	0	0.359316834151363	0.469	0.131	0	"luminal1"	"ITGB8"
"DSC2"	0	0.359001954188203	0.477	0.15	0	"luminal1"	"DSC2"
"LIPH"	0	0.357522531882644	0.286	0.056	0	"luminal1"	"LIPH"
"RNF145"	0	0.354957925443474	0.468	0.139	0	"luminal1"	"RNF145"
"MALL"	0	0.354877247297833	0.296	0.039	0	"luminal1"	"MALL"
"KLK10"	0	0.353935404770455	0.238	0.016	0	"luminal1"	"KLK10"
"PLAUR"	0	0.35392469675187	0.437	0.188	0	"luminal1"	"PLAUR"
"EPCAM"	0	0.353333090545144	0.746	0.415	0	"luminal1"	"EPCAM"
"PHLDA2"	0	0.353075379084865	0.55	0.309	0	"luminal1"	"PHLDA2"
"GSTA1"	0	0.352274693633606	0.11	0.003	0	"luminal1"	"GSTA1"
"MARCO"	0	0.352271452383315	0.207	0.012	0	"luminal1"	"MARCO"
"SLC26A2"	0	0.351829486037937	0.232	0.035	0	"luminal1"	"SLC26A2"
"C3"	0	0.351375624065367	0.33	0.03	0	"luminal1"	"C3"
"CFLAR"	0	0.351246602058123	0.605	0.295	0	"luminal1"	"CFLAR"
"KIT"	0	0.351201510873797	0.231	0.006	0	"luminal1"	"KIT"
"RPL10"	0	0.350835253287047	0.999	0.998	0	"luminal1"	"RPL10"
"CRYAB1"	0	0.349003081891812	0.83	0.47	0	"luminal1"	"CRYAB"
"RPS20"	0	0.348108542652493	0.987	0.982	0	"luminal1"	"RPS20"
"CYP1A1"	0	0.345657840523233	0.126	0.024	0	"luminal1"	"CYP1A1"
"RPL34"	0	0.344838242255876	0.997	0.997	0	"luminal1"	"RPL34"
"MT-CYB"	0	0.344696493346127	0.986	0.982	0	"luminal1"	"MT-CYB"
"SLC39A8"	0	0.344671789829307	0.284	0.042	0	"luminal1"	"SLC39A8"
"RPL17"	0	0.344496927983639	0.928	0.811	0	"luminal1"	"RPL17"
"RPS9"	0	0.343682049736101	0.995	0.993	0	"luminal1"	"RPS9"
"CYBA"	0	0.343403347509579	0.662	0.33	0	"luminal1"	"CYBA"
"MIA"	0	0.341342904389266	0.338	0.093	0	"luminal1"	"MIA"
"PRELID1"	0	0.341145126255606	0.884	0.75	0	"luminal1"	"PRELID1"
"RPS19"	0	0.334809129713049	0.997	0.998	0	"luminal1"	"RPS19"
"MAP1B1"	0	0.334298552141081	0.522	0.259	0	"luminal1"	"MAP1B"
"TTLL4"	0	0.333351388121649	0.33	0.1	0	"luminal1"	"TTLL4"
"RPL12"	0	0.329837852087695	0.995	0.995	0	"luminal1"	"RPL12"
"TFCP2L1"	0	0.32647197177471	0.25	0.026	0	"luminal1"	"TFCP2L1"
"ARL4C"	0	0.326096468048134	0.389	0.115	0	"luminal1"	"ARL4C"
"PLEKHS1"	0	0.324924898084694	0.268	0.02	0	"luminal1"	"PLEKHS1"
"NDRG1"	0	0.324055922087096	0.44	0.212	0	"luminal1"	"NDRG1"
"CLDN8"	0	0.323868615507073	0.257	0.031	0	"luminal1"	"CLDN8"
"FDPS"	0	0.323575043550028	0.563	0.335	0	"luminal1"	"FDPS"
"PNRC1"	0	0.315657464912766	0.83	0.622	0	"luminal1"	"PNRC1"
"MT-ND4"	0	0.315016702735572	0.986	0.987	0	"luminal1"	"MT-ND4"
"PLA2G16"	0	0.311002451853971	0.575	0.326	0	"luminal1"	"PLA2G16"
"MESP1"	0	0.310059228053099	0.246	0.016	0	"luminal1"	"MESP1"
"DAPP1"	0	0.309664108119777	0.283	0.036	0	"luminal1"	"DAPP1"
"ROCR"	0	0.309360843577052	0.242	0.013	0	"luminal1"	"ROCR"
"ATP1B1"	0	0.308430781839303	0.763	0.496	0	"luminal1"	"ATP1B1"
"RPL3"	0	0.307928477113507	0.998	0.997	0	"luminal1"	"RPL3"
"EEF1A1"	0	0.307157367444216	0.998	0.999	0	"luminal1"	"EEF1A1"
"CMTM8"	0	0.306023010784151	0.357	0.085	0	"luminal1"	"CMTM8"
"DNTTIP1"	0	0.304600920005198	0.479	0.181	0	"luminal1"	"DNTTIP1"
"CXCL16"	0	0.303033726854813	0.682	0.38	0	"luminal1"	"CXCL16"
"IL34"	0	0.301482584542322	0.284	0.077	0	"luminal1"	"IL34"
"RPS23"	0	0.299881133307718	0.996	0.995	0	"luminal1"	"RPS23"
"SPTSSA"	0	0.299800591113961	0.736	0.521	0	"luminal1"	"SPTSSA"
"EPS8"	0	0.293826974727	0.488	0.206	0	"luminal1"	"EPS8"
"RPL27A"	0	0.293458036331339	0.991	0.991	0	"luminal1"	"RPL27A"
"PRSS8"	0	0.290228823925827	0.714	0.445	0	"luminal1"	"PRSS8"
"TACSTD2"	0	0.288522939097824	0.963	0.913	0	"luminal1"	"TACSTD2"
"GBP2"	0	0.286975689145364	0.725	0.434	0	"luminal1"	"GBP2"
"CLDN7"	0	0.28474572307196	0.829	0.501	0	"luminal1"	"CLDN7"
"BID"	0	0.28431418835179	0.514	0.244	0	"luminal1"	"BID"
"KLK7"	0	0.283966378799963	0.16	0.012	0	"luminal1"	"KLK7"
"SCGB1D2"	0	0.283586785727509	0.218	0.059	0	"luminal1"	"SCGB1D2"
"HLA-A"	0	0.281856498785779	0.918	0.809	0	"luminal1"	"HLA-A"
"HLA-DQB1"	0	0.281665346982197	0.255	0.041	0	"luminal1"	"HLA-DQB1"
"COTL1"	0	0.281503187088811	0.345	0.157	0	"luminal1"	"COTL1"
"RPLP0"	0	0.28123946744913	0.993	0.991	0	"luminal1"	"RPLP0"
"MAP3K13"	0	0.279281059305795	0.661	0.393	0	"luminal1"	"MAP3K13"
"SLC5A6"	0	0.278694704379287	0.415	0.149	0	"luminal1"	"SLC5A6"
"TC2N"	0	0.276001074678824	0.472	0.198	0	"luminal1"	"TC2N"
"RPL18A"	0	0.274729352800178	0.996	0.994	0	"luminal1"	"RPL18A"
"RPL10A"	0	0.2731940114948	0.993	0.993	0	"luminal1"	"RPL10A"
"RPS6"	0	0.272066302953048	0.997	0.998	0	"luminal1"	"RPS6"
"SDCBP2"	0	0.270557145067756	0.31	0.136	0	"luminal1"	"SDCBP2"
"TNF"	0	0.270546138103959	0.215	0.069	0	"luminal1"	"TNF"
"TRIM2"	0	0.269815948348548	0.292	0.044	0	"luminal1"	"TRIM2"
"HLA-C"	0	0.269564703847137	0.944	0.839	0	"luminal1"	"HLA-C"
"RPL26"	0	0.269537831024703	0.993	0.995	0	"luminal1"	"RPL26"
"PPP1R1B"	0	0.269312626624563	0.29	0.078	0	"luminal1"	"PPP1R1B"
"LYN"	0	0.26924666615387	0.318	0.068	0	"luminal1"	"LYN"
"AC004130.1"	0	0.269145476218374	0.235	0.044	0	"luminal1"	"AC004130.1"
"RPL19"	0	0.267620980650655	0.995	0.995	0	"luminal1"	"RPL19"
"RPL13A"	0	0.267146316327598	0.997	0.998	0	"luminal1"	"RPL13A"
"RPL13"	0	0.266974363426394	0.999	0.999	0	"luminal1"	"RPL13"
"RPL18"	0	0.264902791225454	0.993	0.993	0	"luminal1"	"RPL18"
"SPINT1"	0	0.264776144745406	0.719	0.417	0	"luminal1"	"SPINT1"
"ATP5MC2"	0	0.262455374972553	0.925	0.774	0	"luminal1"	"ATP5MC2"
"CX3CL1"	0	0.262058854793574	0.39	0.163	0	"luminal1"	"CX3CL1"
"RPL36A"	0	0.261764344944918	0.964	0.919	0	"luminal1"	"RPL36A"
"HOMER2"	0	0.26031448177915	0.333	0.11	0	"luminal1"	"HOMER2"
"EFNA5"	0	0.258598151773333	0.305	0.071	0	"luminal1"	"EFNA5"
"RPS14"	0	0.258268597320203	0.996	0.997	0	"luminal1"	"RPS14"
"NET1"	0	0.257510730472491	0.31	0.077	0	"luminal1"	"NET1"
"HNRNPA1"	0	0.257447028229822	0.967	0.931	0	"luminal1"	"HNRNPA1"
"ROPN1B"	0	0.257436974803251	0.181	0.004	0	"luminal1"	"ROPN1B"
"LYPD3"	0	0.257225043357969	0.343	0.174	0	"luminal1"	"LYPD3"
"INSIG1"	0	0.256535368961125	0.319	0.133	0	"luminal1"	"INSIG1"
"RPSA"	0	0.256111294882373	0.98	0.967	0	"luminal1"	"RPSA"
"SOX9"	0	0.255641645104749	0.372	0.16	0	"luminal1"	"SOX9"
"PPP1CB"	0	0.252608068912815	0.794	0.58	0	"luminal1"	"PPP1CB"
"RAB5IF"	0	0.252252483281848	0.592	0.396	0	"luminal1"	"RAB5IF"
"RPL37"	0	0.251744556758706	0.995	0.992	0	"luminal1"	"RPL37"
"ISG20"	0	0.251505318531202	0.485	0.256	0	"luminal1"	"ISG20"
"RBPMS-AS1"	0	0.25093839540186	0.137	0.026	0	"luminal1"	"RBPMS-AS1"
"RPS4X"	0	0.250763186374685	0.996	0.997	0	"luminal1"	"RPS4X"
"ARL6IP5"	0	0.250361804566974	0.594	0.329	0	"luminal1"	"ARL6IP5"
"RPL36"	0	0.250110002080609	0.996	0.994	0	"luminal1"	"RPL36"
"CYP1B1"	2.77389081722369e-276	0.29372880947297	0.314	0.174	9.3030750228048e-272	"luminal1"	"CYP1B1"
"CEBPB"	1.78536633821578e-247	0.310684543285404	0.563	0.392	5.9877616251081e-243	"luminal1"	"CEBPB"
"TKT"	8.21339882997665e-246	0.372744623753755	0.791	0.676	2.75460969959757e-241	"luminal1"	"TKT"
"STAC2"	1.11862884923412e-242	0.284862414970497	0.215	0.108	3.75165743456139e-238	"luminal1"	"STAC2"
"ARID5A"	3.32581254263327e-218	0.263520651225924	0.347	0.211	1.11541101054835e-213	"luminal1"	"ARID5A"
"HSP90AA1"	2.55912814758751e-202	0.312948254046179	0.966	0.916	8.58280398137898e-198	"luminal1"	"HSP90AA1"
"MUCL1"	0	3.26720500184211	0.505	0.189	0	"luminal2"	"MUCL1"
"PIP"	0	3.02799239584304	0.466	0.103	0	"luminal2"	"PIP"
"HSPB1"	0	2.31564456407713	0.836	0.362	0	"luminal2"	"HSPB1"
"AREG"	0	2.26437343559046	0.627	0.192	0	"luminal2"	"AREG"
"TCIM"	0	2.02139071233013	0.69	0.059	0	"luminal2"	"TCIM"
"AZGP1"	0	1.93179115642973	0.948	0.391	0	"luminal2"	"AZGP1"
"APOD"	0	1.77756922244182	0.399	0.191	0	"luminal2"	"APOD"
"ANKRD30A"	0	1.77069371690311	0.639	0.013	0	"luminal2"	"ANKRD30A"
"TFF3"	0	1.58208641716017	0.364	0.023	0	"luminal2"	"TFF3"
"TFF1"	0	1.44780950034268	0.222	0.01	0	"luminal2"	"TFF1"
"XBP1"	0	1.4314046888301	0.915	0.711	0	"luminal2"	"XBP1"
"AGR2"	0	1.41322464673619	0.432	0.027	0	"luminal2"	"AGR2"
"TMSB4X"	0	1.38024714473299	0.986	0.884	0	"luminal2"	"TMSB4X"
"ADIRF"	0	1.37973360251071	0.883	0.327	0	"luminal2"	"ADIRF"
"KRT18"	0	1.29233559637446	0.964	0.478	0	"luminal2"	"KRT18"
"CST3"	0	1.21948372939688	0.868	0.437	0	"luminal2"	"CST3"
"SAT1"	0	1.1410857301336	0.96	0.908	0	"luminal2"	"SAT1"
"AGR3"	0	1.13291308122346	0.324	0.011	0	"luminal2"	"AGR3"
"EFHD1"	0	1.11073861930915	0.589	0.059	0	"luminal2"	"EFHD1"
"KRT8"	0	1.10756085808262	0.937	0.605	0	"luminal2"	"KRT8"
"CIB1"	0	1.0991091370682	0.771	0.308	0	"luminal2"	"CIB1"
"C15orf48"	0	1.09421751321166	0.573	0.139	0	"luminal2"	"C15orf48"
"SERPINA1"	0	1.0872584517716	0.321	0.088	0	"luminal2"	"SERPINA1"
"CD241"	0	1.05781538862967	0.926	0.475	0	"luminal2"	"CD24"
"CYB5A"	0	1.05769562038237	0.828	0.373	0	"luminal2"	"CYB5A"
"GDF15"	0	0.999559711688442	0.198	0.033	0	"luminal2"	"GDF15"
"SH3BGRL"	0	0.99559303685341	0.66	0.211	0	"luminal2"	"SH3BGRL"
"STC2"	0	0.985202788582639	0.723	0.325	0	"luminal2"	"STC2"
"CXCL13"	0	0.980543784213447	0.101	0.005	0	"luminal2"	"CXCL13"
"BHLHE40"	0	0.978828855077306	0.537	0.197	0	"luminal2"	"BHLHE40"
"TMC5"	0	0.978655710362132	0.531	0.041	0	"luminal2"	"TMC5"
"MAGED2"	0	0.970683653816514	0.607	0.215	0	"luminal2"	"MAGED2"
"SOX4"	0	0.962863708968811	0.8	0.534	0	"luminal2"	"SOX4"
"SMIM14"	0	0.955305490613652	0.726	0.184	0	"luminal2"	"SMIM14"
"TSC22D1"	0	0.951111922822994	0.849	0.5	0	"luminal2"	"TSC22D1"
"CD99"	0	0.901700494513966	0.637	0.118	0	"luminal2"	"CD99"
"SERHL2"	0	0.899480971481574	0.32	0.025	0	"luminal2"	"SERHL2"
"DNAJC12"	0	0.896771618189871	0.491	0.042	0	"luminal2"	"DNAJC12"
"HES1"	0	0.893738763820658	0.394	0.221	0	"luminal2"	"HES1"
"RAB11FIP1"	0	0.872620947201405	0.596	0.132	0	"luminal2"	"RAB11FIP1"
"SCGB3A1"	0	0.856011834626097	0.217	0.105	0	"luminal2"	"SCGB3A1"
"MDK"	0	0.854259124089489	0.65	0.256	0	"luminal2"	"MDK"
"ELOVL5"	0	0.847951728611131	0.614	0.175	0	"luminal2"	"ELOVL5"
"SLC39A6"	0	0.842074283804983	0.697	0.364	0	"luminal2"	"SLC39A6"
"KRT191"	0	0.83163064426826	0.885	0.409	0	"luminal2"	"KRT19"
"PPDPF"	0	0.831450074566148	0.964	0.766	0	"luminal2"	"PPDPF"
"SYTL2"	0	0.815078605687365	0.473	0.02	0	"luminal2"	"SYTL2"
"UGDH"	0	0.814192922562299	0.531	0.184	0	"luminal2"	"UGDH"
"PLAT"	0	0.805213689719357	0.372	0.096	0	"luminal2"	"PLAT"
"GOLM1"	0	0.80440571073067	0.537	0.047	0	"luminal2"	"GOLM1"
"RARRES3"	0	0.786182567692478	0.484	0.182	0	"luminal2"	"RARRES3"
"TM4SF1"	0	0.784389887655995	0.923	0.829	0	"luminal2"	"TM4SF1"
"MALAT1"	0	0.779890893176852	0.996	0.997	0	"luminal2"	"MALAT1"
"GSTM3"	0	0.776871694401906	0.492	0.14	0	"luminal2"	"GSTM3"
"PRSS23"	0	0.774747348092161	0.422	0.063	0	"luminal2"	"PRSS23"
"CFD"	0	0.762123654464095	0.317	0.114	0	"luminal2"	"CFD"
"STC1"	0	0.760872577338979	0.161	0.037	0	"luminal2"	"STC1"
"TNFSF10"	0	0.756122694543773	0.494	0.241	0	"luminal2"	"TNFSF10"
"PTGR1"	0	0.753498143504824	0.449	0.163	0	"luminal2"	"PTGR1"
"MARCKSL1"	0	0.752100992096728	0.801	0.438	0	"luminal2"	"MARCKSL1"
"UCP2"	0	0.74766719390087	0.432	0.013	0	"luminal2"	"UCP2"
"CAPG"	0	0.745093249214574	0.663	0.239	0	"luminal2"	"CAPG"
"TSPAN13"	0	0.738976605437257	0.574	0.169	0	"luminal2"	"TSPAN13"
"SCCPDH"	0	0.733135321112259	0.506	0.083	0	"luminal2"	"SCCPDH"
"LURAP1L"	0	0.733092449571417	0.486	0.135	0	"luminal2"	"LURAP1L"
"MLPH"	0	0.732286812722647	0.478	0.036	0	"luminal2"	"MLPH"
"JUND"	0	0.729380788419653	0.635	0.293	0	"luminal2"	"JUND"
"REEP5"	0	0.725753382013411	0.802	0.447	0	"luminal2"	"REEP5"
"SQOR"	0	0.723755170467128	0.654	0.274	0	"luminal2"	"SQOR"
"ZFP36L1"	0	0.707950032848585	0.847	0.664	0	"luminal2"	"ZFP36L1"
"CRABP2"	0	0.707409264242073	0.681	0.29	0	"luminal2"	"CRABP2"
"MYO6"	0	0.705654833417305	0.717	0.298	0	"luminal2"	"MYO6"
"S100A14"	0	0.704120739056485	0.815	0.65	0	"luminal2"	"S100A14"
"SMIM22"	0	0.701278217516292	0.629	0.212	0	"luminal2"	"SMIM22"
"RUNX1"	0	0.687749555924607	0.658	0.348	0	"luminal2"	"RUNX1"
"GATA3"	0	0.687500341507918	0.401	0.195	0	"luminal2"	"GATA3"
"CLU"	0	0.686558331063417	0.736	0.429	0	"luminal2"	"CLU"
"BTG2"	0	0.67822745973148	0.392	0.249	0	"luminal2"	"BTG2"
"ARHGAP29"	0	0.672861097623219	0.705	0.411	0	"luminal2"	"ARHGAP29"
"VAMP8"	0	0.668111767119265	0.892	0.701	0	"luminal2"	"VAMP8"
"BATF"	0	0.66568363187918	0.418	0.018	0	"luminal2"	"BATF"
"TMEM59"	0	0.664262631536561	0.895	0.67	0	"luminal2"	"TMEM59"
"CALM2"	0	0.663188149652834	0.961	0.824	0	"luminal2"	"CALM2"
"LIMCH1"	0	0.656795972911005	0.474	0.081	0	"luminal2"	"LIMCH1"
"AQP3"	0	0.654334489822187	0.239	0.102	0	"luminal2"	"AQP3"
"BCAM"	0	0.652598296607934	0.528	0.15	0	"luminal2"	"BCAM"
"SPDEF"	0	0.650237845609502	0.371	0.019	0	"luminal2"	"SPDEF"
"H2AFJ"	0	0.647998343559612	0.816	0.54	0	"luminal2"	"H2AFJ"
"TFPI"	0	0.647579268218538	0.34	0.025	0	"luminal2"	"TFPI"
"ALCAM"	0	0.639159630786278	0.463	0.071	0	"luminal2"	"ALCAM"
"BZW1"	0	0.63261820367012	0.745	0.454	0	"luminal2"	"BZW1"
"TBX3"	0	0.632254141757846	0.492	0.123	0	"luminal2"	"TBX3"
"EFNA1"	0	0.631339160247838	0.562	0.367	0	"luminal2"	"EFNA1"
"TSPAN15"	0	0.630813624304576	0.483	0.065	0	"luminal2"	"TSPAN15"
"SLC40A1"	0	0.630353619847831	0.251	0.019	0	"luminal2"	"SLC40A1"
"MGLL"	0	0.629569793052926	0.33	0.1	0	"luminal2"	"MGLL"
"CLDN71"	0	0.625005940319685	0.786	0.465	0	"luminal2"	"CLDN7"
"RASD1"	0	0.623936411583452	0.333	0.162	0	"luminal2"	"RASD1"
"CA12"	0	0.620191771015015	0.475	0.093	0	"luminal2"	"CA12"
"CRACR2B"	0	0.62010624634555	0.403	0.098	0	"luminal2"	"CRACR2B"
"AR"	0	0.619179272151136	0.373	0.009	0	"luminal2"	"AR"
"SCP2"	0	0.612160358616385	0.575	0.241	0	"luminal2"	"SCP2"
"NUCB2"	0	0.611785040040384	0.541	0.219	0	"luminal2"	"NUCB2"
"APLP2"	0	0.609392686949802	0.698	0.391	0	"luminal2"	"APLP2"
"ELF31"	0	0.609374794336885	0.853	0.552	0	"luminal2"	"ELF3"
"PKIB"	0	0.608758755366856	0.366	0.063	0	"luminal2"	"PKIB"
"FOXA1"	0	0.59484484477383	0.35	0.008	0	"luminal2"	"FOXA1"
"RHOB"	0	0.59432870759125	0.531	0.262	0	"luminal2"	"RHOB"
"ALDH2"	0	0.58994615055508	0.405	0.055	0	"luminal2"	"ALDH2"
"TPD52"	0	0.589150398147604	0.638	0.289	0	"luminal2"	"TPD52"
"AC093001.1"	0	0.588753628374849	0.121	0.004	0	"luminal2"	"AC093001.1"
"EMP2"	0	0.587344460218477	0.541	0.176	0	"luminal2"	"EMP2"
"NDUFV2"	0	0.584892194767273	0.84	0.67	0	"luminal2"	"NDUFV2"
"ASAH1"	0	0.584298140478731	0.54	0.198	0	"luminal2"	"ASAH1"
"EGLN3"	0	0.584065369335603	0.257	0.099	0	"luminal2"	"EGLN3"
"DUSP4"	0	0.575286193512428	0.486	0.225	0	"luminal2"	"DUSP4"
"SERF2"	0	0.574908566799706	0.987	0.927	0	"luminal2"	"SERF2"
"ATF3"	0	0.57310803428294	0.554	0.367	0	"luminal2"	"ATF3"
"CLDN41"	0	0.570984631842563	0.862	0.452	0	"luminal2"	"CLDN4"
"TFAP2A"	0	0.564631456109159	0.545	0.209	0	"luminal2"	"TFAP2A"
